index,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,Y
118,20000,20000,20000,60,12.29,447.83,C,C1,Nurse Manager,9 years,MORTGAGE,75000,Not Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=61016470,,debt_consolidation,Debt consolidation,598xx,MT,14.14,0,3.Nov,0,36,,13,0,15516,46.3,33,f,16914.05,16914.05,5360.3,5360.3,3085.95,2274.35,0,0,0,16.Oct,447.83,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,0,435898,,,,,,,,,,,,33500,,,,3,39627,11984,56.4,0,0,140,142,9,9,3,9,36,15,36,0,3,3,5,10,11,9,19,3,13,0,0,0,1,87.9,40,0,0,484498,45099,27500,40727,0
119,6500,6500,6500,36,13.99,222.13,C,C4,Technolofy Administrator,3 years,MORTGAGE,66500,Source Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60752283,,credit_card,Credit card refinancing,592xx,MT,17,0,3.Sep,1,,,10,0,5514,83.5,13,f,4626.69,4626.69,2660.51,2660.51,1873.31,787.2,0,0,0,16.Oct,222.13,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,278,139797,,,,,,,,,,,,6600,,,,6,13980,432,92.6,0,0,144,22,11,5,1,16,,5,,0,3,4,3,3,8,4,4,4,10,0,0,0,2,100,100,0,0,146699,60562,5800,57544,0
120,6500,6500,6500,36,11.53,214.44,B,B5,Pharmacy technician,10+ years,RENT,48000,Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60892821,,credit_card,Credit card refinancing,481xx,MI,5.15,0,2.Apr,0,24,,7,0,5861,87.5,14,f,4576.64,4576.64,2581.95,2581.95,1923.36,658.59,0,0,0,16.Oct,214.44,16.Nov,16.Oct,0,52,1,INDIVIDUAL,,,,0,75,32999,,,,,,,,,,,,6700,,,,0,4714,5,99.8,0,0,161,156,28,28,1,33,,,,1,3,6,3,5,2,6,10,6,7,0,0,0,0,85.7,100,0,0,141700,5861,3300,0,0
121,21000,21000,21000,36,12.69,704.45,C,C2,Legal Assistant,2 years,MORTGAGE,47000,Not Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60616281,,credit_card,Credit card refinancing,483xx,MI,37.95,0,Sep.93,0,,,10,0,38613,68.2,18,f,14862.67,14862.67,8438.6,8438.6,6137.33,2301.27,0,0,0,16.Oct,704.45,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,0,46328,,,,,,,,,,,,56600,,,,3,4633,7263,81.9,0,0,129,264,10,10,0,10,,13,,0,4,6,4,7,4,8,14,6,10,0,0,0,1,100,75,0,0,80708,46328,40200,24108,0
122,20000,20000,20000,60,10.99,434.75,B,B4,Sr bank examiner ,10+ years,RENT,94000,Not Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60972522,,other,Other,116xx,NY,30.79,0,Apr.95,1,,,19,0,14552,38.2,51,f,16824.19,16824.19,5204.79,5204.79,3175.81,2028.98,0,0,0,16.Oct,434.75,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,0,59667,,,,,,,,,,,,40100,,,,7,3140,17774,40.6,0,0,241,245,6,6,0,6,,6,,0,7,10,8,20,15,13,35,10,19,0,0,0,2,100,12.5,0,0,109896,59667,29900,69796,0
123,6525,6525,6525,36,9.99,210.52,B,B3,coach operator,2 years,RENT,27000,Source Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60870238,,credit_card,Credit card refinancing,857xx,AZ,12.62,0,8.Feb,0,,,8,0,6579,38.7,13,f,4562.36,4562.36,2542.77,2542.77,1962.64,580.13,0,0,0,16.Oct,210.52,16.Nov,16.Oct,0,,1,INDIVIDUAL,,,,0,170,11516,,,,,,,,,,,,17000,,,,5,1440,4546,15.8,0,0,13,91,14,13,0,14,,13,,0,2,5,3,4,1,7,12,5,8,0,0,0,0,100,0,0,0,23065,11516,5400,6065,0
124,6000,6000,6000,36,13.33,203.12,C,C3,Sales supervisor ,4 years,RENT,35000,Source Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60932808,,debt_consolidation,Debt consolidation,928xx,CA,18.79,0,8.Sep,1,,,5,0,4673,57.7,16,f,4258.51,4258.51,2433,2433,1741.49,691.51,0,0,0,16.Oct,203.12,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,0,76772,,,,,,,,,,,,8100,,,,3,15354,3797,49.4,0,0,84,61,18,3,0,18,,3,,0,2,3,2,2,13,3,3,3,5,0,0,0,1,100,0,0,0,80697,76772,7500,72597,0
125,7200,7200,7200,36,12.29,240.15,C,C1,teacher,8 years,MORTGAGE,53000,Not Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60901262,,debt_consolidation,Debt consolidation,785xx,TX,37.18,0,4.Jan,0,,,8,0,9751,37.6,25,f,5820.01,5820.01,1916.28,1916.28,1379.99,536.29,0,0,0,16.Jun,240.15,16.Oct,16.Oct,1,,1,INDIVIDUAL,,,,0,2795,44992,,,,,,,,,,,,25900,,,,4,6427,14648,39.2,0,0,111,140,15,14,1,25,,1,,0,3,4,3,6,16,4,8,4,8,0,0,0,0,100,0,0,0,93395,44992,24100,67495,1
126,25475,25475,25425,36,14.65,878.74,C,C5,Sr Auditor,10+ years,MORTGAGE,125000,Not Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60597317,,debt_consolidation,Debt consolidation,931xx,CA,22.21,0,Dec.87,0,,,21,0,65493,74.6,41,f,18834.43,18797.46,9800.91,9781.67,6640.57,3160.34,0,0,0,16.Sep,878.74,16.Nov,16.Oct,0,,1,INDIVIDUAL,,,,0,0,1019847,,,,,,,,,,,,92000,,,,3,50992,6909,97.1,0,0,132,333,9,9,4,11,,11,,0,9,12,9,14,2,19,34,12,21,0,0,0,3,100,88.9,0,0,1105900,87988,70100,40900,0
128,6000,6000,6000,36,12.29,200.12,C,C1,Automation Panel Engineer,3 years,MORTGAGE,40000,Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60902598,,credit_card,Credit card refinancing,312xx,GA,32.73,0,Oct.99,1,,83,12,1,9928,75.2,20,f,4238.95,4238.95,2368.66,2368.66,1761.05,607.61,0,0,0,16.Sep,200.12,16.Nov,16.Oct,0,,1,INDIVIDUAL,,,,0,0,27041,,,,,,,,,,,,13200,,,,4,2253,1635,84.7,0,0,161,165,0,0,1,15,,0,,0,7,9,7,9,7,10,12,9,12,0,0,0,2,100,57.1,1,0,34792,27041,10700,21592,0
129,3500,3500,3500,36,14.65,120.73,C,C5,Machine Operator,10+ years,MORTGAGE,72000,Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60762590,,other,Other,287xx,NC,24.01,0,Feb.98,0,50,,15,0,17169,64.1,32,f,2498.51,2498.51,1445.91,1445.91,1001.49,444.42,0,0,0,16.Oct,120.73,16.Oct,16.Oct,0,72,1,INDIVIDUAL,,,,0,7127,120841,,,,,,,,,,,,26800,,,,3,8632,764,95,0,0,128,211,13,7,3,13,72,,50,3,7,11,7,13,7,12,22,11,15,0,0,0,1,87.5,85.7,0,0,151300,30521,15200,15700,0
130,21500,21500,21500,36,9.99,693.65,B,B3,Network Operations Center Engineer,4 years,RENT,81000,Not Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60892794,,credit_card,Credit card refinancing,714xx,LA,27.79,0,Jan.96,0,,,15,0,27601,47.5,21,f,0,0,22133.9,22133.9,21500,633.9,0,0,0,16.Jan,20758.53,,16.Mar,0,,1,INDIVIDUAL,,,,0,0,57709,,,,,,,,,,,,58100,,,,6,3847,23100,26.4,0,0,54,236,8,8,0,8,,8,,0,4,6,4,5,8,11,13,6,15,0,0,0,5,100,50,0,0,103529,57709,31400,45429,0
131,12000,12000,12000,36,9.99,387.15,B,B3,Business Development Executive,2 years,RENT,75000,Not Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60782615,,small_business,Business,941xx,CA,26.56,0,Dec.85,0,,52,7,1,7165,32,30,w,8390.71,8390.71,4639.14,4639.14,3609.29,1029.85,0,0,0,16.Oct,387.15,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,0,39169,,,,,,,,,,,,22400,,,,4,6528,13281,29.7,0,0,142,357,30,7,3,33,,17,,0,2,3,4,14,8,5,19,3,7,0,0,0,1,100,0,1,0,77305,39169,18900,54905,0
132,13000,13000,13000,60,12.29,291.09,C,C1,E5,5 years,RENT,46000,Not Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60802502,,debt_consolidation,Debt consolidation,283xx,NC,28.4,0,4.Aug,0,50,,16,0,6675,18.7,32,f,10994.13,10994.13,3493.07,3493.07,2005.87,1487.2,0,0,0,16.Oct,291.09,16.Nov,16.Oct,0,50,1,INDIVIDUAL,,,,0,0,13681,,,,,,,,,,,,35600,,,,9,855,8883,27.8,0,0,125,133,3,3,2,16,50,15,50,1,4,10,4,7,5,14,25,10,16,0,0,0,2,93.5,0,0,0,72820,13681,12300,37220,0
134,35000,35000,35000,36,13.33,1184.86,C,C3,Public Relations Director,5 years,MORTGAGE,130000,Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60962637,,debt_consolidation,Debt consolidation,601xx,IL,18.92,0,Dec.76,4,32,,15,0,56379,92,35,f,24841.39,24841.39,14255.72,14255.72,10158.61,4097.11,0,0,0,16.Oct,1184.86,16.Nov,16.Oct,0,,1,INDIVIDUAL,,,,0,0,210621,,,,,,,,,,,,61606,,,,3,16201,8444,95,0,0,99,465,5,5,3,5,47,3,32,0,7,9,11,13,7,9,22,8,13,,0,0,3,91,85.7,0,0,240022,88212,59106,18768,0
135,10000,10000,10000,36,7.89,312.86,A,A5,FRONT/MA,10+ years,MORTGAGE,38000,Not Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60782038,,credit_card,Credit card refinancing,741xx,OK,20.81,0,Nov.96,0,,,11,0,19297,64.8,24,f,6925.07,6925.07,3753.54,3753.54,3074.93,678.61,0,0,0,16.Oct,312.86,16.Nov,16.Oct,0,,1,INDIVIDUAL,,,,0,0,108483,,,,,,,,,,,,29800,,,,2,10848,3009,84.9,0,0,137,226,13,13,3,13,,,,0,4,6,4,5,9,7,12,6,11,0,0,0,0,100,50,0,0,132979,25132,19900,15438,0
139,11000,11000,11000,36,12.29,366.89,C,C1,Manager,8 years,RENT,51500,Source Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60762591,,debt_consolidation,Debt consolidation,201xx,VA,24.21,0,Nov.97,0,,71,17,1,6598,69.5,20,f,7771.37,7771.37,4395.17,4395.17,3228.63,1166.54,0,0,0,16.Oct,366.89,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,0,60170,,,,,,,,,,,,9500,,,,6,3539,1153,76.9,0,0,214,91,21,13,0,50,,13,,0,3,7,3,6,10,7,10,7,17,0,0,0,0,100,66.7,1,0,69687,60170,5000,60187,0
140,35000,35000,35000,60,14.65,826.24,C,C5,FACILITIES MAINTENANCE MECHANIC,10+ years,MORTGAGE,120000,Source Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60752232,,debt_consolidation,Debt consolidation,762xx,TX,14.75,0,Apr.92,0,,,12,0,21241,57.9,24,w,0,0,35974.3,35974.3,35000,974.3,0,0,0,16.Jan,150.31,,15.Dec,0,,1,INDIVIDUAL,,,,0,0,254460,,,,,,,,,,,,36700,,,,2,23133,1660,74.5,0,0,146,80,21,19,2,21,,18,,0,1,4,2,3,8,7,13,4,12,0,0,0,0,100,50,0,0,330915,31588,6500,53323,0
141,7000,7000,7000,36,13.99,239.21,C,C4,Paralegal,9 years,RENT,43500,Source Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60780437,,home_improvement,Home improvement,296xx,SC,16.36,1,2.Mar,0,11,49,13,1,6215,46,32,w,4982.68,4982.68,2884.12,2884.12,2017.32,866.8,0,0,0,16.Oct,239.21,16.Nov,16.Oct,0,11,1,INDIVIDUAL,,,,0,15418,13626,,,,,,,,,,,,13500,,,,5,1048,497,89.2,0,0,127,162,4,4,1,4,97,23,97,2,3,10,3,7,13,11,18,10,13,0,0,1,2,93.7,66.7,0,0,27939,13626,4600,14439,0
142,30000,30000,30000,60,9.99,637.27,B,B3,Editor/Author,< 1 year,MORTGAGE,90000,Source Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60982500,,debt_consolidation,Debt consolidation,606xx,IL,21.69,0,Jan.90,0,,,10,0,27971,41.1,20,f,25130.82,25130.82,7505.71,7505.71,4869.18,2636.53,0,0,0,16.Sep,637.27,16.Nov,16.Oct,0,,1,INDIVIDUAL,,,,0,0,322629,,,,,,,,,,,,68000,,,,1,32263,40029,41.1,0,0,13,306,51,13,6,51,,,,0,3,3,6,10,1,6,10,3,10,0,0,0,0,100,33.3,0,0,412919,68590,68000,28000,0
143,9000,9000,9000,36,12.29,300.18,C,C1,Project Analyst,10+ years,RENT,70000,Source Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60752799,,debt_consolidation,Debt consolidation,786xx,TX,12.98,0,12.Apr,0,,,5,0,6052,97.6,5,f,6358.43,6358.43,3596.02,3596.02,2641.57,954.45,0,0,0,16.Oct,300.18,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,0,21427,,,,,,,,,,,,6200,,,,1,4285,113,98.1,0,0,41,37,10,10,0,10,,10,,0,3,4,3,3,1,4,4,4,5,0,0,0,1,100,100,0,0,33712,21427,5900,27512,0
144,20000,20000,20000,36,12.69,670.9,C,C2,Communications Supervisor,10+ years,MORTGAGE,90000,Not Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60822998,,credit_card,Credit card refinancing,891xx,NV,24.07,0,2.Feb,0,,,11,0,30852,85.2,21,f,14155.53,14155.53,8082.61,8082.61,5844.47,2238.14,0,0,0,16.Oct,670.9,16.Nov,16.Oct,1,,1,INDIVIDUAL,,,,0,56,351473,,,,,,,,,,,,36200,,,,7,31952,870,92.4,0,0,125,163,3,3,2,3,,11,,0,4,8,4,4,9,8,10,8,11,0,0,0,6,100,75,0,0,376940,64610,11400,50220,0
145,3250,3250,3250,36,13.33,110.03,C,C3,Graphic Designer,9 years,RENT,66132,Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60882646,,credit_card,Credit card refinancing,542xx,WI,24.5,0,2.Sep,5,,,11,0,25558,74.7,46,f,2306.61,2306.61,1317.95,1317.95,943.39,374.56,0,0,0,16.Oct,110.03,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,0,52752,,,,,,,,,,,,34200,,,,2,4796,5326,81.4,0,0,156,142,18,2,5,18,,2,,0,5,7,5,10,24,7,17,7,11,0,0,0,1,100,60,0,0,82280,52752,28700,48080,0
146,10000,10000,10000,36,13.99,341.73,C,C4,Food Server,6 years,RENT,75000,Not Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60831518,,debt_consolidation,Debt consolidation,941xx,CA,16.56,0,8.Feb,2,,,16,0,16019,39.4,21,f,7118.09,7118.09,4092.99,4092.99,2881.91,1211.08,0,0,0,16.Oct,341.73,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,2530,37893,,,,,,,,,,,,40700,,,,8,2368,21580,39,0,0,61,91,2,2,0,2,,2,,0,9,12,10,12,3,13,18,12,16,0,0,0,4,100,20,0,0,71449,37893,35400,30749,0
147,25000,25000,25000,60,14.65,590.17,C,C5,Sr Financial Analyst,1 year,OWN,82700,Not Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60800298,,debt_consolidation,Debt consolidation,605xx,IL,33.13,0,Sep.91,3,,,16,0,36017,48.2,31,f,15987.96,15987.96,11942.03,11942.03,9012.04,2929.99,0,0,0,16.Oct,590.17,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,0,351574,,,,,,,,,,,,111700,,,,8,23438,53725,37.4,0,0,121,288,1,1,2,95,,4,,0,3,5,4,7,16,9,13,5,16,0,0,0,6,100,0,0,0,453324,103251,63700,91319,0
148,7000,7000,7000,36,9.17,223.16,B,B2,Counselor,7 years,MORTGAGE,48000,Source Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60752766,,debt_consolidation,Debt consolidation,768xx,TX,11.98,0,Oct.93,1,45,,6,0,7126,67.9,38,f,4876.2,4876.2,2679.69,2679.69,2123.8,555.89,0,0,0,16.Oct,223.16,16.Nov,16.Oct,0,80,1,INDIVIDUAL,,,,0,1313,53327,,,,,,,,,,,,10500,,,,6,8888,3374,67.9,0,0,121,263,4,3,2,4,80,4,80,1,2,2,2,3,31,2,5,2,6,0,0,0,3,94.7,50,0,0,82106,21700,10500,16206,0
149,9600,9600,9600,36,12.69,322.04,C,C2,Accountant manager,6 years,RENT,45000,Source Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60982509,,debt_consolidation,Debt consolidation,331xx,FL,30.05,0,11.Jun,1,,,7,0,8564,89.2,9,f,6794.29,6794.29,3857.71,3857.71,2805.71,1052,0,0,0,16.Oct,322.04,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,0,42981,,,,,,,,,,,,9600,,,,4,6140,0,100.5,0,0,46,51,6,6,0,27,,0,,0,2,5,2,2,4,5,5,5,7,0,0,0,1,100,100,0,0,57170,42981,3000,47570,0
150,18000,18000,18000,36,13.99,615.11,C,C4,Senior engineer,3 years,RENT,95000,Source Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60186989,,debt_consolidation,Debt consolidation,150xx,PA,13.17,0,11.Aug,3,,,9,0,27993,58.7,10,f,0,0,3334.41,3334.41,815.24,455.69,0,2063.48,371.4264,15.Dec,669.81,,16.Oct,0,,1,INDIVIDUAL,,,,0,0,47492,,,,,,,,,,,,47700,,,,5,5277,18007,60.9,0,0,27,49,6,6,0,6,,2,,0,4,4,5,6,1,7,8,4,9,0,0,0,3,100,40,0,0,84581,47492,46000,33599,1
151,20000,20000,20000,36,9.17,637.58,B,B2,Regional Operations Specialist,10+ years,RENT,98000,Source Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60913091,,debt_consolidation,Debt consolidation,150xx,PA,9.7,0,9.May,0,25,,9,0,7683,41.1,14,f,13932.22,13932.22,7640.77,7640.77,6067.78,1572.99,0,0,0,16.Oct,637.58,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,0,17931,,,,,,,,,,,,18700,,,,2,2241,2115,78.2,0,0,15,76,16,15,0,45,,,25,0,2,3,2,2,1,8,13,3,9,0,0,0,0,92.9,50,0,0,32950,17931,9700,14250,0
152,16000,16000,16000,36,12.29,533.65,C,C1,Deputy,10+ years,MORTGAGE,78000,Not Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60752778,,home_improvement,Home improvement,352xx,AL,38.53,1,4.Oct,1,6,,17,0,15246,67.2,36,f,11303.91,11303.91,6392.88,6392.88,4696.09,1696.79,0,0,0,16.Oct,533.65,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,0,166059,,,,,,,,,,,,22700,,,,7,10379,3673,73.6,0,0,121,131,9,9,1,9,,4,,0,5,7,6,8,14,11,20,7,17,0,0,0,3,100,50,0,0,229253,62414,13900,91112,0
154,10400,10400,10400,36,12.29,346.88,C,C1,voice Talent,10+ years,RENT,49000,Source Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60882605,,debt_consolidation,Debt consolidation,722xx,AR,19.86,0,12.Jun,1,,,3,0,4772,68.2,6,f,7297.88,7297.88,4204.54,4204.54,3102.12,1102.42,0,0,0,16.Oct,346.88,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,0,39960,,,,,,,,,,,,7000,,,,2,13320,2159,56.8,0,0,19,39,33,5,0,38,,5,,0,1,2,1,1,2,2,4,2,3,0,0,0,1,100,0,0,0,43826,39960,5000,36826,0
156,21000,21000,21000,36,9.99,677.52,B,B3,Director,< 1 year,MORTGAGE,230000,Source Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60902578,,debt_consolidation,Debt consolidation,945xx,CA,13.32,0,Sep.89,0,,,7,0,46319,95.9,22,f,0,0,22222.3,22222.3,21000,1222.3,0,0,0,16.May,18125.65,,16.Oct,0,,1,INDIVIDUAL,,,,0,0,1047327,,,,,,,,,,,,48300,,,,3,149618,1981,95.9,0,0,183,312,9,9,7,25,,10,,0,2,2,2,4,9,2,6,2,7,0,0,0,1,100,100,0,0,1112144,117829,48300,88844,0
157,20000,20000,20000,60,12.69,451.9,C,C2,truck driver,10+ years,MORTGAGE,95000,Not Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60697438,,debt_consolidation,Debt consolidation,953xx,CA,31.39,0,May.90,0,76,,14,0,25776,54.7,41,f,16941.36,16941.36,5408.7,5408.7,3058.64,2350.06,0,0,0,16.Oct,451.9,16.Oct,16.Oct,0,76,1,INDIVIDUAL,,,,0,0,367191,,,,,,,,,,,,47100,,,,8,26228,16387,49.7,0,0,115,304,2,1,4,16,,15,,1,4,7,6,14,11,9,26,7,14,0,0,0,5,97.6,50,0,0,405378,115263,32600,104278,0
158,35000,35000,34950,36,14.65,1207.3,C,C5,District Genral Manager ,10+ years,RENT,105000,Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60823009,,debt_consolidation,Debt consolidation,853xx,AZ,25.89,0,2.Aug,0,51,,14,0,10610,44.6,22,f,24985.12,24949.43,14615.78,14594.9,10014.88,4600.9,0,0,0,16.Oct,1207.3,16.Nov,16.Oct,0,51,1,INDIVIDUAL,,,,0,168,43419,,,,,,,,,,,,23800,,,,5,3340,364,95,0,0,40,157,8,8,2,25,51,10,51,4,3,6,3,7,5,9,13,6,14,0,0,0,3,81.8,100,0,0,93060,43419,7300,69260,0
159,28000,28000,28000,60,14.65,660.99,C,C5,Warranty Administrator,1 year,RENT,98000,Not Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60982484,,other,Other,220xx,VA,32.76,0,Jan.99,1,38,,21,0,21287,37.9,43,f,23902.2,23902.2,7909.09,7909.09,4097.8,3811.29,0,0,0,16.Oct,660.99,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,0,134527,,,,,,,,,,,,56100,,,,8,7080,3489,0.3,0,0,144,200,3,3,0,17,,4,38,0,1,7,3,13,16,14,26,7,21,0,0,0,2,100,0,0,0,215347,134527,3500,147774,0
160,15000,15000,15000,60,11.53,330.12,B,B5,registered nurse,8 years,MORTGAGE,80000,Source Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60741461,,debt_consolidation,Debt consolidation,194xx,PA,8.46,0,4.Sep,1,44,,8,0,30141,64.1,18,f,12646.25,12646.25,3951.83,3951.83,2353.75,1598.08,0,0,0,16.Oct,330.12,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,0,211585,,,,,,,,,,,,47000,,,,4,26448,12751,16.7,0,0,125,132,0,0,2,0,44,3,44,0,1,4,3,8,5,6,11,4,8,0,0,0,3,94.4,0,0,0,249629,38702,15300,21006,0
161,10000,10000,10000,36,9.17,318.79,B,B2,Contracting Officer,5 years,OWN,83468,Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60913082,,debt_consolidation,Debt consolidation,871xx,NM,10.97,8,Jun.00,0,3,,11,0,6679,37.5,35,f,6971.5,6971.5,3858.67,3858.67,3028.5,814.23,15.94,0,0,16.Oct,318.79,16.Nov,16.Oct,0,3,1,INDIVIDUAL,,,,0,0,430103,,,,,,,,,,,,17800,,,,0,39100,7409,33.8,0,0,183,182,36,25,1,51,35,5,10,1,2,6,2,6,11,8,23,6,11,0,0,5,0,71,50,0,0,462838,89753,11200,72191,0
163,1500,1500,1500,36,12.29,50.03,C,C1,,n/a,MORTGAGE,22214,Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60942673,,debt_consolidation,Debt consolidation,300xx,GA,19.77,0,2.Feb,1,31,111,5,1,4933,88.1,9,f,0,0,1575.73,1575.73,1500,75.73,0,0,0,16.Jun,526.54,,16.Jun,0,31,1,INDIVIDUAL,,,,0,0,72609,,,,,,,,,,,,5600,,,,2,14522,0,103.8,0,0,144,163,2,2,1,97,,1,,1,1,3,1,2,2,3,6,3,4,0,0,0,1,88.9,100,1,0,111583,7169,3500,3100,0
164,12000,12000,12000,36,7.26,371.96,A,A4,Contract Analyst,10+ years,MORTGAGE,60000,Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60657524,,debt_consolidation,Debt consolidation,787xx,TX,13.9,0,Nov.98,0,,,14,0,5546,19.1,40,w,8605.6,8605.6,4121.2,4121.2,3394.4,726.8,0,0,0,16.Sep,371.96,16.Nov,16.Oct,0,,1,INDIVIDUAL,,,,0,0,198226,,,,,,,,,,,,29100,,,,11,15248,17483,23,0,0,121,202,3,3,3,3,,4,,0,4,5,6,15,11,10,26,5,14,0,0,0,5,100,16.7,0,0,229706,31719,22700,33606,0
165,10000,10000,10000,36,12.69,335.45,C,C2,collector,2 years,MORTGAGE,45000,Source Verified,15.Sep,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60832677,,debt_consolidation,Debt consolidation,551xx,MN,18.29,0,2.Apr,0,,78,6,1,4465,26.6,10,f,7077.49,7077.49,4018.35,4018.35,2922.51,1095.84,0,0,0,16.Oct,335.45,16.Oct,16.Oct,0,,1,INDIVIDUAL,,,,0,0,18952,,,,,,,,,,,,16800,,,,4,3159,6452,34.2,0,0,135,161,6,5,0,44,,,,0,1,3,1,3,4,3,6,3,6,0,0,0,3,100,0,1,0,34500,18952,9800,17700,0
